id,token_id,title,description,new_categories,category_count,primary_category
464,297,Viewed Your Wallet,See who's stalking you onchain.,,0,tools
466,296,Multi-Sig Message,Send your multi-sig transaction to your cosigners in the chat.,messaging,1,messaging
467,295,Own Your Library,What if you could actually own your music library and earn streaming payouts on the songs you've collected?,payments,1,payments
468,292,Open from Wallet,Open files on your computer from your wallet.,,0,tools
469,293,Swap in Feed,Swap and make purchases directly within a post.,social|trading,2,trading
470,291,Own to View,"Tokenized online courses. Take the content with you wherever on the internet you go: Opensea, your favorite wallet, or your favorite onchain media player.

Not an access token. The token is the content.",gating,1,gating
471,290,Gift a Cocktail,A Blackbird option to gift a tokenized cocktail that can be burned to redeem.,,0,tools
472,289,Onchain GPUs,"Decentralize computing power and purchase onchain when making large, expensive requests. ",payments,1,payments
473,288,Right Click Mint,"Serious question: Why can't minting be this easy???

No wallet connect, no signature, no ramps, no bridging, no network switching, no browser and wallet ping pong, no transaction preview.

I see a picture, I take a picture. Just give me the fucking thing.",art|identity,2,art
474,287,NFTs Wrapped,A Spotify-like personalized summary of onchain mints.,,0,tools
475,286,Proof of Meet,"I met Jacob for the first time today and have nothing onchain to show for it.

But what if i could (using something like iOS Namedrop)?",,0,tools
476,285,Portfolio Manager,An AI agent that can use its discretion to invest on your behalf.,agents|invest|privacy,3,agents
477,284,View As,"In the future, the only bridging interface you'll need is a ""View As"" toggle.

Everything else gets abstracted.",wallet,1,wallet
478,283,Onchain Affiliate,Onchain affiliate splits can be more transparent if more stuff is purchased onchain.,,0,tools
479,282,Payment Toggle,What if toggling the payment rail was this simple?,payments,1,payments
480,281,Home Screen Offers,"Accept offers from your home screen.

Now... I know what you're thinking. 

'But 0x, offer bots are going to spam my notifications!'

Then OpenSea should make it easier to find and manage the threshold of notifications.

i.e. Only notify of offers that are at floor or above.",trading,1,trading
481,280,Airbnb Wallet,What if Airbnb made a wallet?,,0,tools
482,279,Onchain Sleep Score,"Saw the CEO of Eight Sleep tweet about user sleep data. Thought that was a bit creepy, and we might as well have our data onchain at this point.

The tweet 👉 https://x.com/m_franceschetti/status/1726732560770666979?s=20",identity,1,identity
483,278,Crossposting,Would there still be waves of topic interest across different platforms if you could crosspost in real time?,,0,tools
484,277,Smart Tip,"Smart contracts can fix tipping culture.

Instead of that awkward moment at the end of a service, you can set the terms for your tip beforehand.

For example, you can choose to tip your Uber driver only if they get you home on time or faster.",,0,tools
485,276,Smart Contract Police,"What role, if any, can smart contracts play in reinforcing safe AGI?",,0,tools
486,275,Round-Ups,Round up all purchases to the nearest 5 or 10 ETH and sweep a collection floor with the change.,,0,tools
487,274,Stickers,Leave stickers (NFTs) on any web page for anyone to peel.,,0,tools
488,273,Manage Listings,Manage NFT listings directly from your wallet.,,0,tools
489,272,Tokenized Services,Tokenize services and barter with others onchain.,,0,tools
490,271,Metaverse Proposal,Proposing in 2033.,,0,tools
491,270,AR Token Gating,Unlock physical doors with NFTs.,gating,1,gating
492,269,Restaurant Bonding Curve,Friend.tech-style bonding curve but for restaurant reservations.,,0,tools
493,268,Onchain Away Message,An interoperable away message for anyone onchain to see.,messaging,1,messaging
494,267,Gamified Will,Grandma gamifies her will onchain and increases inheritance based on proportion of visits.,,0,tools
495,266,Web3 X GPT,"7 ways OpenAI's Assistant API can make Web3 easier to use right now:

1. Give context for gas levels in a wallet UI. When they're high, explain why and give an estimate for when it might come down.
2. Allow users to chat with their errors. If a transaction fails, present a chat interface that explains the error and offers to guide the user through the solution.
3. Help users discover what utility is available in their wallet—what assets are they holding that have special access or claims they were unaware of?
4. Don't just present users with active offers on their NFTs. Give context to offers that are worth considering based on estimated value so they don't fall prey to lowball offers.
5. Translate on-chain actions to human-readable actions.
6. Give context to a collection's floor value so the user understands whether the source of value is hype or something more substantial.",agents|gating|messaging|trading|wallet,5,trading
496,265,Onchain Agent,"Yesterday, OpenAI announced the ability to create GPTs.

This could enable converting your avatar NFT to onchain agents:

1. Deposit funds into a tokenbound avatar
2. Model its trading behavior by feeding it activity from specific wallets
3. Configure specific onchain actions it can take on your behalf",agents|identity|trading,3,trading
497,264,ZKandMe,A leak-proof analysis of your secured onchain genetic data.,,0,tools
498,263,See Similar Posts,"Could this be where the new ""See Similar Posts"" feature is headed?",,0,tools
499,262,Everything App,[Insert layer 1 blockchain] everything app.,,0,tools
500,261,Reverse Proposal,What if nouns could send *you* a proposal?,,0,tools
501,260,App Icons,What do you expect to happen when you tap one of these app icons?,,0,tools
502,259,Onchain Gossip,Onchain TMZ with revenue splits for the source.,,0,tools
503,258,Mint and Create Post,"Automatically create a post on Farcaster when minting on Zora.

My current workflow:

1. export jpg from figma
2. post to x
3. post to farcaster
4. mint on zora
5. copy mint link from zora
6. paste mint link on x and warpcast

This should all happen in one or two clicks. Web3 can and should fix this.",art,1,art
504,257,Venmo Block Explorer,Venmo indexes all chains.,,0,tools
505,256,Mint from Figma,Straight from the source.,art,1,art
506,255,Trick or Treat,Google Maps scans the blockchain for candy purchases and optimizes your trick-or-treat route.,,0,tools
507,254,iMessage Tracker,Follow your friends' trades in iMessage.,social,1,social
508,253,Currency Selection,"Set your currency in your wallet, apply it as the default to every dapp you connect to.",,0,tools
509,252,Content Moderation,How should decentralized social platforms handle content moderation? Here's one option.,identity,1,identity
510,251,Toast,"For most dapp blockchain interactions, a toast is the only wallet UI you need.",wallet,1,wallet
511,250,Onchain Radio,An onchain radio player that seeks ens channels.,identity,1,identity
512,249,IQ Test,Take an IQ test to create a wallet.,,0,tools
513,248,Connect Wallet to Browser,"Less of: browser in the wallet
More of: connect wallet to your browser",,0,tools
514,247,Block Explorer Player,What’s the point of having onchain media if you can’t consume it anywhere and everywhere?,,0,tools
515,246,Mint in Message,A messaging service that scouts new mints for you.,art|messaging,2,art
516,245,Private Transactions,"This concept, co-created with @AleoHQ, explores the future of everyday crypto with public ledgers.

What does the future look like when everything is onchain? The North Star use case for crypto is buying a cup of coffee. It's always been the ultimate measure of adoption. If we (anyone, everyone) can buy a coffee with crypto, we can buy anything with crypto. I don't know if it's inevitable, but on a long enough time horizon, it's very likely we'll get there.

But there's one problem... Even if the moment of purchase is simple, intuitive, and frictionless—a design utopia— I would still think twice. I don't want to buy a coffee if everyone online and in proximity (the barista, other customers) can see my balance and transaction history.

In its current state, everyday purchases with crypto means retailers basically have their own public ledgers. It's not that farfetched. And it's weird. If the future of crypto is multi-chain, at least some of those chains will need to be private and secured with zk.

Making web3 easier to use is key, but not at the cost of personal privacy. After all, some transactions are better kept private, and ensuring privacy might just be the catalyst for adoption.",payments|privacy,2,payments
517,244,ChatGPT Delegation,Give ChatGPT wallet delegations to take onchain actions on your behalf.,,0,tools
518,243,Onchain Wikipedia,Transparent and immutable records.,,0,tools
519,242,List for Sale from Wallet,"Create and edit listings without having to navigate to a marketplace.

You shouldn't have to go to opensea to transact on Opensea. It completely neglects one of the coolest things about web3: interoperability.

I've done a good job lately of avoiding concepts around trading (boring use case), but this one just seemed so obvious.",trading,1,trading
520,241,I made you something,Create art onchain and transfer it via chat app.,art|messaging,2,art
521,240,Twitter/X Onchain Media,Would it reduce misinformation?,,0,tools
522,239,Send to Friend's Bank,"Some say crypto's best innovation to date is still as a global payment network. You can send money to any country in a few seconds.

But just because crypto is borderless, doesn't mean it isn't without constraint. The biggest border yet to be removed is a figurative one—between wallet users and non-wallet users.

You can't send crypto to anyone in any country. You can only send crypto to crypto users in any country.

Going from receiving crypto to spending it on everyday things sometimes feels impossible.

If you're like me, you probably don't even bother trying to convert back into fiat unless you're in a bind.

The easier it is to move in and out of crypto, the more useful (and valuable) it becomes.",payments,1,payments
523,238,Relationship Status,"Broadcasting relationship status on-chain can expand your dating pool, creating potential matches without having to do the work on apps.

It can also be an authentic, meaningful way to assess compatibility and create common ground. Granted, this could expose users to predatory behaviors and unwanted attention.

I'm not sure exactly how this would be executed, but allowing users' ""dating profile"" to be hidden from specific chains, holders, and users could create some level of safety and control.",identity,1,identity
524,237,Follow ENS,"One of the most promising aspects of creating content on-chain is platform independence—you can create a body of work that lives outside of the walled gardens of social platforms.

Create anywhere, consume the same content in different interfaces. Such a beautiful thing.

The challenge with this is there's currently no single way to find the art, essays, and social posts that users are creating across different protocols. 

Web2: Users build on top of platforms
Web3: Platforms build on top of users

This paradigm shift is still in flight.",art|identity|social,3,art
525,236,ZK Rent Application,"The amount of sensitive info you need to share to rent in NYC is laughable.

What’s worse, it’s usually shared via email. Yikes.

What if you could have complete control over your info and, better yet, only prove you meet the rental requirements?

+Prove you have good credit without sharing your credit history
+Prove you have money in the bank without sharing your bank info
+Prove you’re legally employed without sharing your employment details

In this scenario, instantly verifying using the iOS interface to sign the transaction, the landlord earns your trust and you keep your information private.",privacy,1,privacy
526,235,Shake to Exit,Shake to move up in line during an exit event with a long queue.,,0,tools
527,234,Speed Up Transaction,"Yell into your phone. The louder you are, the faster your transaction.",,0,tools
528,233,Rotate to Dis/Connect,"Rotate clockwise to connect. Rotate counterclockwise to disconnect.

New universal gestures for connecting at the hardware level can make sharing/revoking data faster and make it feel like we have more control.",,0,tools
529,232,Device Handoff,Start a transaction on your Macbook and confirm with mobile Face ID.,,0,tools
530,231,Wallet Tabs,Search and organize your assets in your wallet with custom tabs.,,0,tools
531,230,Folders,Arrange NFTs into folders.,,0,tools
532,229,Connect Wallet to GPT,What better way for chatgpt to know you better (and give better responses) than to give it your onchain data?,agents,1,agents
533,228,Group Wallet,Wallet owned by a group.,,0,tools
534,227,Mint & Send,Option to mint and send to another address in the transaction confirmation. It would be a great way to securely mint from a hot wallet and receive things in your cold storage/vault.,art,1,art
535,226,Minting With,"Not sure if this is something others experience, but I often accidentally mint from the wrong wallet, breezing through confirmations on autopilot.

Maybe not always the case, but it would be nice if the app reinforced which address and wallet I'm minting from upfront.",art,1,art
536,225,WalletConnect Memory,WalletConnect should remember my last selection (wallet address and chosen extension).,,0,tools
537,224,Single Holders Nearby,A PFP community dating app to find holders nearby.,identity|social,2,social
538,223,Stake to Super Like,"Stake ETH to super like on Tinder. If she like you back, she keeps it.",invest,1,invest
539,222,Friendtech Cashout,Sell a friendtech key and cash out directly to your bank account using Beam.,privacy,1,privacy
540,221,Trait Research,"OpenAI announced GPT can analyze images in the ChatGPT interface.

In the future, GPT can detect, understand and explain nuance in trait value across historic NFT projects.",agents,1,agents
541,220,Home Royalties,Put your home onchain. Earn perpetual royalties when it resells.,invest,1,invest
542,219,Value,95% of NFTs are worthless (financially).,,0,tools
543,218,Twitter NPC,Turn your onchain pfp into an AI content creator that posts and builds an audience on your behalf (aka NPC).,agents|identity,2,agents
544,217,Mint from Live TV,A highlight is available to mint within a small time window of a livestream to prove you watched it.,art,1,art
545,216,Email ENS,Send an email to and from an ENS address from any email client.,identity,1,identity
546,215,Unsubscribe from Airdrops,Getting airdropped spam kind of feels like getting emailed spam.,rewards,1,rewards
547,213,View Feed As,What better way to understand another person's worldview than to consume their information diet?,social,1,social
548,214,Fork Builder,No-code fork builder to make it easy for anyone to fork a protocol without any technical experience.,,0,tools
549,212,Expiring Keys,Friendtech keys that expire.,,0,tools
550,210,Mint Nearby,Imagine walking through a museum and getting notified when a work of art has an accompanying digital collectible.,art,1,art
551,211,Condition Authenticator,Scan a tokenized physical item to analyze the item's condition when listing on secondary markets.,trading,1,trading
552,209,Amazon Dash,Top up your wallet with a physical button.,,0,tools
553,208,Mint Dead End,Guide the user to add more funds or mint from another wallet when their balance is below the mint price.,art|trading,2,art
554,207,Cookie Preferences,Set your cookie preferences in your wallet and apply them to every website you connect to.,,0,tools
555,206,Social History,"""Used"" items takes on a new meaning. See where a pfp has been used in the wild before purchasing. ",identity,1,identity
556,205,Rage Quit,Send all your assets to the burn address and delete the wallet from your account.,,0,tools
557,199,Open in Browser Wallet,Switch from in-app browser to wallet browsers.,,0,tools
558,198,Snappy Connect,When will we make connecting your wallet on mobile this fast and snappy?,,0,tools
559,197,Onchain Emote,"Onchain reactions, on any platform you encounter a token.",gating,1,gating
560,196,Operator Range,A DAO multisig that assigns an acceptable range for operators to execute,privacy,1,privacy
561,195,Network Switcher,The best UI for network switcher is no UI.,wallet,1,wallet
562,192,Airdrop Messages,See messages attached to airdrops to better understand where it came from and why.,messaging|rewards,2,messaging
563,191,Token Approval,Slide to approve.,gating,1,gating
564,190,Pay Gas With,Choose a token on any chain to pay gas with (swapped behind the scenes).,gating|payments,2,payments
565,187,Checkout with Crypto,"Shopping online with a crypto wallet will eventually rival or even exceed the UX of apple pay. We just need to figure out how to manage shipping addresses.

Connect to any app, across any device or OS, without having to create an account.

And pay with any currency.
",payments,1,payments
566,186,Web3 Invite Codes,Generate invite codes for only wallets a user has interacted with the most.,,0,tools
567,185,Hardware Wallet,Swipe to confirm transaction.,,0,tools
568,182,Deeplink,Deeplink to onchain media.,,0,tools
569,181,Spotify Wallet,Exploring what's possible if Spotify integrated a wallet experience.,,0,tools
574,180,Gift a Wallet,Send a pre-loaded wallet via text message.,messaging,1,messaging
575,179,Wedding Gift Pt 2,"Withdraw your staked wedding gift when the couple doesn't make it.

Part 1: https://zora.co/collect/eth:0x5908eb01497b5d8e53c339ea0186050d487c8d0c/178",,0,tools
576,178,Wedding Gift,"Stake your wedding gift. rewards go to the couple, and if they get divorced, you get your ETH back.",invest|rewards,2,invest
577,177,Shazam,Shazam tells you when a song is collectible.,,0,tools
578,176,Drag and Drop Migration,Permanently migrate or make a copy of a mainnet NFT to another chain.,,0,tools
580,175,Snap to Mint,Onchain media doesn't have to exclusively be digital media.,art,1,art
581,174,Airdrop Creator Earnings,Distribute platform payouts to your followers.,payments|rewards|social,3,payments
582,173,Tokenized Feeds,Curate and productize an information diet.,,0,tools
583,172,Bridge Presets,Convenient predefined amount for populating amount to bridge.,payments,1,payments
584,171,Privacy Option,"Like Venmo, wallets should provide the option to send a private transaction.",privacy,1,privacy
585,170,Starter Pack,"When creating a wallet for the first time, a user can request starter funds from a friend.",,0,tools
586,169,Mint an Excerpt,"Mint your favorite excerpt from a Mirror post, and see what the most minted excerpts are.",art,1,art
587,168,ENS Wallet Bundling Pt 2,"What happens when you link multiple wallets to a single ENS identity? How does an app handle identity to an ENS that's already been connected?

This design shows an example of how an app might enable logging into a profile from multiple wallets.",identity,1,identity
588,167,ENS Wallet Bundling,Use a single ENS across all of your wallet addresses.,identity,1,identity
589,166,BTR Payment Method,Burn-to-redeem as a payment method on web2 ecommerce.,payments,1,payments
590,165,Gas Preview,"Normalize previewing gas on mint buttons, and disabling them when your balance is insufficient.",art,1,art
591,164,Buy Entire Collection,"Opensea option to buy all assets for a collection, including, but not limited to:

+ Twitter account
+ Discord server
+ Treasury
+ Other related assets
",invest|payments,2,invest
592,163,In-Token Messaging,"Send a message to a token, independent of the holder.",gating|messaging,2,messaging
593,162,Wallet Search?,"You ever wonder how few (if any) wallets let you simply search your NFT collection?

You can't. Go ahead, try it in your favorite wallet. I'll wait.",wallet,1,wallet
594,161,dDash,"Between reputation, messaging, and intent protocols, i think we have everything we need to create a decentralized DoorDash.",identity|messaging,2,identity
595,160,Eliminate Price Charts,What if consumer wallets eliminated price charts and trading metrics? Would the token feel more like a product?,gating|trading,2,trading
596,159,Social Graph Verification,Get verified with social proof from others that have had their eyeballs scanned.,identity,1,identity
597,158,Everything App,"Incorporating wallet balances, marketplaces, and other services into Twitter, powered by crypto.",,0,tools
598,157,Decentralized 23andMe,"Get detailed insights about your health, carrier status, and predispositions without sharing your genome profile with a third-party.",identity,1,identity
599,156,OpenSea Notifications,A notification center that aggregates WETH and deal offers.,trading,1,trading
600,155,Message from Creator,Get airdropped onchain messages from a project's creator.,messaging|rewards,2,messaging
601,154,Swap Breathalyzer,Check your BAC when making a trade for a highly volatile asset late at night.,trading,1,trading
602,153,Airline Seat,Own an airline seat and control who can rent it.,,0,tools
603,152,Wear-to-Earn,Earn a share of project royalties based on the impressions you generate while wearing PFP on your Twitter profile.,identity|invest,2,identity
604,151,Transaction of the Day,Transaction of the day curated in your wallet. One fun thing to do onchain every day.,,0,tools
605,150,Streaming Gifts,Send crypto and NFTs to livestreamers on TikTok.,,0,tools
606,149,Pay to Flake,"Stake ETH when you commit to a meeting and have it slashed if you cancel or reschedule.

Ironically, I bailed on coffee with a friend to make this concept.",invest|payments,2,invest
607,148,Fitness Staking,Stake your ETH with ClassPass and have it slashed when you don't meet the performance goal.,invest,1,invest
608,147,Restaurant Reservations,Popular Opentable reservations as NFTs that can be resold,,0,tools
609,146,Time Bidding,Time slots on Calendly go to the highest bidder.,,0,tools
610,145,Retail Intents,"Someday, you'll be able to trade a digital item for a physical one on ethereum.",trading,1,trading
611,144,Top Comment Preview,"I can't stop thinking about ways to interact with these reply bubbles on the t-word app.

I often enjoy reading the replies more, and it would be useful to have a quick view like this to preview top comments.",messaging,1,messaging
612,143,CourtScan,"Generally, court filings are available to the public.

But putting them onchain enables anyone with internet access to look up public legal docs, anytime and anywhere, without needing to physically go to a courthouse or request documents from a government office.",gating,1,gating
613,142,Transfer Threads Onchain,Threads allows your to transfer your data off their platform. I've added Ethereum as an option to allow you to port your web2 social activity across decentralized social protocols.,messaging,1,messaging
614,141,Launcher Intents,Create Ethereum sell intents directly from the launcher.,,0,tools
615,140,Amazon Intents,"Intent-based transacting on Ethereum is an exciting UX unlock.

It gives us the flexibility to choose the conditions we want to buy something, without needing to execute the txn ourselves when they're met.

Maybe someday we can use it for everyday purchases like toilet paper.",payments,1,payments
616,139,Onchain Tax Allocation,"The most American thing you can do is pay taxes.

What if you can pay onchain, allocate some of your payments to initiatives you care about, and track how the money is spent?",payments,1,payments
617,138,Snooze Tweet,Sometimes I just want to come back to the alpha later.,,0,tools
618,137,Snooze Tweets,Set a reminder to make tweets resurface in your feed. Especially the ones with alpha.,social,1,social
619,136,Rate Limit Exceeded,Put tweets onchain when rate limits are exceeded.,,0,tools
620,135,NFT Spam Blocker,A third-party wallet protection to block spam tokens.,,0,tools
621,134,Snap Onchain,Mint a photo onchain directly from your favorite camera app.,art,1,art
622,133,Mint from File Explorer,What if you didn't have to open your browser to mint stuff onchain?,art|wallet,2,art
623,132,Multiplayer Web Browser,Chat with other people visiting the same site as you.,messaging|social,2,social
625,131,Mark as Drunk,Let others know you were drunk when you made a trade on Etherscan.,trading,1,trading
626,130,Multi-Chain Connection,"Connect to multiple chains simultaneously.

Your wallet detects the chain you're interacting with without the need to switch networks when connecting to an app.

You can deactivate chains you don't want to automatically interact with in the dropdown.",,0,tools
627,129,Signature History,Keep a history of the messages you've signed.,messaging,1,messaging
628,128,Zora Collection Filter/Sort,"Small but mighty change at the top of my creator wishlist. I would love a more meaningful way for others to explore my collection of concepts, especially as it grows.",agents|social,2,agents
629,127,Conditional Offer,Automatically cancel your offer if the tokenbound contents change.,trading,1,trading
630,126,AI Generated TV Series,An AI generates a TV series based on your trading activity.,agents|trading,2,trading
631,125,Follow a PFP,"What if you could ""follow"" a pfp on Twitter and only see the content from its current owner?",identity|social,2,social
632,124,PFP History,See what PFPs a Twitter user has rocked in the past.,identity,1,identity
633,123,Etherscan Dating,Find your soulmate on Etherscan.,,0,tools
634,122,Trades in Common,Badges on dating profiles so you can see what trade decisions you have in common.,identity|trading,2,trading
635,121,Onchain Dating Matches,"Dating suggestions based on onchain activity, because the things you own say much more about you than what you say about you.",,0,tools
636,120,Collection Art (June '23),Meme it.,art,1,art
637,119,Membership Tab,We have tokens. We have NFTs. We need something to monitor and display our memberships to DAOs and social clubs.,gating|identity,2,identity
638,118,Universal Profile,Clubhouse makes a comeback as the de facto web3 platform for all of your decentralized social graphs.,identity,1,identity
639,117,Import Farcaster,Tap the elements of your Farcaster profile to import when connecting to a new social platform.,identity,1,identity
640,116,Wallet Offramp,"The only thing more important than an onramp, is the offramp.
",payments,1,payments
641,115,Stand with Users (Easy Button),"The Stand with Users commemorative NFT is a symbol of unity for the crypto community seeking easier user experiences.

The NFT features a red easy button, representing a collective stand to advocate for user adoption. 

The red button not only shows your support for the cause but also that you’re part of a growing community who believes in the future of crypto's consumer moment.

This is a purely commemorative NFT with an open mint and has no intended utility or value.",art|social,2,art
642,114,Creator Subscriptions,Get notified for an onchain collection's new mints the web2 way (email) or the web3 way (wallet notifications).,,0,tools
643,113,Soulbound Brand Wallet,"Are soulbound token the future of onchain brand experiences?

https://twitter.com/0xDesigner/status/1667331945070510086?s=20",gating|identity,2,identity
644,112,Simple Wallet Signature,"Wallets should standardize progressively disclosing security info (nonce, URI, timestamps, etc.) for signatures so that messages can become branded moments.",messaging,1,messaging
645,111,Tokenized Product Communities,"When you purchase a physical product, you also purchase the accompanying digital token. It enables access to events and a social platform for exchanging ideas on how you use the product.

Great for identity-based products, everyday tools, and products with cult followings.",gating|identity|payments|social,4,payments
646,109,Focus to View,An iMessage HUD for Apple Vision Pro. An immersive UI adaptation for it's current form which appear as mere floating iPad apps.,,0,tools
647,110,Bump to Transfer,iOS 17 allows you to airdrop by bumping phones. What if you could do the same with the NFT ticket in your wallet?,gating|rewards,2,gating
648,108,ENS Backup,"With EIP-6551 you can use NFTs as a wallet. ENS domains are great for identity-based wallets.

But what happens when the ENS expires? Do you lose ownership of everything associated with the ENS?

There should be a way to protect you from this.",identity,1,identity
649,107,Like to Mint,Bringing the minting experience as close to the moment of discovery as possible.,art,1,art
650,106,Time Token,Gate your time and let the market decide the value of it.,gating|trading,2,trading
651,105,Membership Accounts,"Imagine this:

Your Soho House application gets accepted. You show up for orientation and scan a QR code to claim your digital member card in-app (an NFT).

With EIP-4337 and EIP-6551, the NFT is both the membership card and wallet account for club balances.",gating,1,gating
652,104,Twitter DM,Send digital items over Twitter.,messaging,1,messaging
653,103,Reorder and Hide Wallets,"Groundbreaking, I know.",,0,tools
654,102,App Limit Payments,Set screen time limits for addictive apps. Stream payments from your wallet as a penalty for exceeding app limits and choose a charity as a beneficiary.,payments,1,payments
655,101,"Push Notification for ""Abilities""",Push notifications from Daylight to track updates from my favorite projects.,,0,tools
656,100,Burn to Print,"Limited-edition, tokenized gaming assets that you can transfer into the real world (via 3D printing) by digitally burning.",,0,tools
657,99,Permissions In-Wallet,A token view that let's you manage permissions directly from your wallet.,gating|privacy,2,gating
658,98,Pay to Post Offchain,The biggest perceived issue with content onchain is permanence. It's scary. What if you had the choice?,payments,1,payments
659,97,Loss Gating,A support group gated for only accounts with more than X amount in realized losses.,gating,1,gating
660,96,Crypto Zillow,"It's hard to imagine using crypto for everyday purchases like coffee. But some things could actually be better with crypto, like buying a home.

Home ownership is fraught with paperwork, delays, and intermediaries.

Crypto simplifies this with transparent, immutable records.

There's no waiting for bank approvals or for funds to clear, reducing time and saving on broker fees.",,0,tools
661,95,ChatGPT Transaction Warnings,ChatGPT simulates and analyzes transactions before you submit them and generates human-readable descriptions that you can interact with.,,0,tools
662,94,Crypto x AI x Commerce,Ask a shopping agent for a recommendation and give it permission and guidance to purchase things on your behalf.,agents|payments|privacy,3,payments
663,93,"A Case to Abandon ""Wallet""","Onboarding the next billion users with words.

How the term ""wallet"" is psychologically limiting web3's growth potential, and a case for abandoning it.

https://twitter.com/0xDesigner/status/1658851890803744768?s=20",identity,1,identity
664,92,Wallet Wagers,"Challenge your friends to a fitness competition in your wallet.

Connect and approve your fitness tracker, choose a metric to compete on (calories, steps, etc.), send money to an escrow, and the smart contract distributes the funds to the winner.",social,1,social
665,91,Web3 App Store,A web3 app store that ranks by most connected wallets.,,0,tools
666,87,Connect a Profile,"Bundle wallets across a single profile (DID) and connect to apps with it. When interacting with the blockchain, RainbowKit prompts you to choose the wallet you want to transact with.",identity,1,identity
667,88,Onchain Tinder,A new business model for decentralized dating apps that requires a subscription upgrade to hide your swipes offchain.,,0,tools
668,89,Amazon Subscribe and Earn,"A play off subscribe and save, everyday Amazon purchases earn a native token that can be redeemed for exclusive deals and digital items.",gating|rewards,2,gating
669,90,Netflix Recommendations,Netflix recommendations based on your wallet contents.,,0,tools
670,85,GPT Guided Tour,A GPT agent to answer questions during an app's guided tour.,agents,1,agents
671,86,Proof of Work,Verifying work experience onchain to prevent fake or exaggerated work experience.,,0,tools
672,84,Charitable Memecoin,A memecoin programmed to allocate a percent of your profits to charity during the swap.,trading,1,trading
673,83,Swapping L1s on an L2,"Swapping L1 assets on an L2 chain (not swapping cross-chain assets).

For instance, you can wrap two ERC-20 assets and swap using Polygon as the rails.",trading,1,trading
674,82,Token Mention,Exposing wallet balance of a token when it's mentioned.,gating,1,gating
675,81,"List Now, Mint Later",A way for creator minting platforms to enable artists to list their art and only pay gas if it sells.,art|payments,2,art
676,80,Fixed Gas Subscription,"Pay a monthly subscription for guaranteed gas prices (with limitations, obviously).",payments,1,payments
677,79,Unfollow Feedback,Let someone know why you're unfollowing them.,,0,tools
678,78,Uniswap POS,Buy your coffee with the currency of your choice.,payments,1,payments
679,77,Profile Sync,"Update your profile info on ENS (image, display name, bio, website, etc.) and push updates across other dapps.",identity,1,identity
680,76,Split the Bill,"✦ Scan the QR code at your table to add your ens to the bill
✦ Cover someone else's share
✦ See who hasn't paid
✦ Minimize fees by bundling everyone's share into a single transaction",identity,1,identity
681,75,Sketchy Mint Protector,"A wallet that generates a temporary, single-use address for sketchy mints.",art,1,art
682,74,Harvard NFT,Online courses gated by enrollment NFTs.,gating,1,gating
683,73,Luxury Software,"In the near future, the most popular and sought after apps will be the ones you can't have.",,0,tools
684,72,Request Money,You can send money to an ENS on Rainbow wallet. But what if you could request the way you do on Venmo?,identity,1,identity
685,71,NFT as a Wallet,"There's an EIP floating around out there that proposes giving every NFT a smart contract account.

In other words, your NFT would be able to hold NFTs.",,0,tools
686,70,"Farcaster, Expanded","Decentralized social is a means, not an end. It only succeeds if the social protocol is a trojan horse for more products that you port your data across.",,0,tools
687,69,Adidas Burn-to-Redeem,"pfps aren't dead. we just haven't started the burn-to-redeem trend yet.

who knows? maybe Adidas will think of something spicy to kick it off.",identity,1,identity
688,68,Token Messages,Message threads organized by token instead of by wallet.,gating|messaging,2,messaging
689,67,Creator Autograph,"@itsd3von's idea built in to the wallet/marketplace.

https://twitter.com/itsd3von/status/1649506787060592640?s=20",identity,1,identity
690,66,Cover Art (Apr '22),Not me building a personal brand around “painted in the style of giovanni bellini” and comic sans.,art|identity|invest,3,art
691,65,Onchain PHR,"Port your medical history across any device or record-keeping system, give and revoke access to healthcare providers.

All controlled from your favorite wallet.",gating,1,gating
692,64,Smokin'Sea,Onchain seed-to-sale tracking of the cannabis supply chain so you know precisely the quality of product you're consuming.,privacy,1,privacy
693,63,Find My Ledger,Use Find My to track down your ledger after you get mugged.,,0,tools
694,62,Ethereum Customer Service,GPT analyzes transaction data and explains in human-readable terms what happened and how to troubleshoot issues.,agents,1,agents
695,61,Tax Warning,"Happy tax day, anon.",privacy,1,privacy
696,60,Nouns Prop Builder Review,Review and tip prop builders.,,0,tools
697,59,Noun O'Clock,BeReal but for Noun O'Clock,,0,tools
698,58,Nouns PFP Merge,"Merge another pfp eyes trait with your Noun.

And yes, you have to fully burn the pfp.",identity,1,identity
699,57,Find My Nouns,Share your location with other Nouns holders.,,0,tools
700,56,Proof of Philanthropy,Hold a token to memorialize a charitable donation and track use of funds on the blockchain.,gating,1,gating
701,55,Nouns Flick to Vote,A tinder-like experience for Nouns proposals. Flick up to vote in favor. Pull down to vote against.,,0,tools
702,54,Nouns Sponsored Gas,"Sponsored gas fees for all interactions with the Nouns protocol (bidding, settling, on-chain voting, etc.).

Gas is funded by the treasury (up to a certain limit).",invest,1,invest
703,53,Nouns Daily Spin,Win prizes funded by the Nouns treasury or donated by the community by spinning a prize wheel.,invest|social,2,invest
704,52,Nouns Private Jet,A token-gated private jet for Nouns holders.,gating|privacy,2,gating
705,51,Nouns Auction Notifications,"Auction notifications via email or XMTP opt-in.

I wonder how much more competitive the auctions would be if you couldn't forget to re-bid.",trading,1,trading
